,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,pose
389,"['0.33193287', '0.5269189']","['0.31972185', '0.5260013']","['0.3384839', '0.5408226']","['0.32355413', '0.51114845']","['0.36453474', '0.54119796']","['0.31585267', '0.46754968']","['0.41909972', '0.5028533']","['0.2523168', '0.5450387']","['0.51485777', '0.5048804']","['0.22039406', '0.6157109']","['0.6124962', '0.5597868']","['0.4750236', '0.36605394']","['0.4924816', '0.4388729']","['0.54464054', '0.22111194']","['0.60495096', '0.5190552']","['0.7002994', '0.21999009']","['0.6972043', '0.6229825']",w
390,"['0.3446749', '0.7711356']","['0.32382867', '0.7921334']","['0.32520306', '0.7619142']","['0.32805437', '0.83976537']","['0.3300541', '0.7756589']","['0.40572217', '0.88126427']","['0.40611064', '0.72919333']","['0.4247779', '0.97916526']","['0.43441874', '0.5869028']","['0.41874182', '0.94684136']","['0.442192', '0.4580061']","['0.6897477', '0.85616857']","['0.68736804', '0.7600927']","['0.79190236', '0.96929765']","['0.77023166', '0.55689794']","['0.7790405', '0.93172735']","['0.77161074', '0.80030304']",w
391,"['0.33619323', '0.62011874']","['0.31821105', '0.6105554']","['0.32148743', '0.61652917']","['0.32318908', '0.5778624']","['0.3282317', '0.5902033']","['0.38178226', '0.510307']","['0.39135715', '0.62890184']","['0.39844042', '0.4132823']","['0.4033245', '0.7350277']","['0.4003537', '0.3272086']","['0.3903724', '0.82964194']","['0.56810284', '0.5379217']","['0.5709054', '0.6025916']","['0.65500754', '0.45286763']","['0.62088597', '0.7315052']","['0.7457505', '0.36282742']","['0.75702775', '0.7496932']",w
392,"['0.20238319', '0.42293513']","['0.1854288', '0.4400279']","['0.18425559', '0.4389404']","['0.19777264', '0.49339312']","['0.1962685', '0.48522094']","['0.2926299', '0.56576586']","['0.29452974', '0.401321']","['0.28455895', '0.7127699']","['0.287666', '0.26603296']","['0.26771718', '0.8451656']","['0.26924026', '0.14126725']","['0.54512626', '0.5393384']","['0.54932785', '0.44172072']","['0.69280744', '0.7100661']","['0.5861374', '0.25294897']","['0.8031976', '0.8853356']","['0.79321843', '0.27163285']",w
393,"['0.21633188', '0.58620965']","['0.20069611', '0.5719623']","['0.20120323', '0.57066274']","['0.21196383', '0.53340656']","['0.21327697', '0.530774']","['0.29740393', '0.59209436']","['0.30729827', '0.45948535']","['0.29379076', '0.71348214']","['0.29726824', '0.33116925']","['0.27609408', '0.87097293']","['0.2912337', '0.20334998']","['0.51743567', '0.5668279']","['0.5146586', '0.47377878']","['0.5430302', '0.7445643']","['0.6413345', '0.32442528']","['0.7182379', '0.7419892']","['0.7460667', '0.16102397']",w
394,"['0.3478624', '0.44191054']","['0.35701454', '0.43392313']","['0.36243445', '0.4318387']","['0.38743758', '0.4330322']","['0.40003943', '0.42050287']","['0.39635763', '0.48655963']","['0.45322865', '0.42547226']","['0.30949384', '0.45078605']","['0.5369182', '0.41092008']","['0.25654998', '0.40598673']","['0.6249361', '0.38178214']","['0.5593597', '0.5344091']","['0.57084566', '0.462053']","['0.6101753', '0.638644']","['0.6700337', '0.38608843']","['0.74164706', '0.65036505']","['0.734719', '0.31603596']",w
395,"['0.22467895', '0.5839172']","['0.20764649', '0.5711548']","['0.20731568', '0.581217']","['0.21382952', '0.5369404']","['0.21228114', '0.5556394']","['0.2907085', '0.45237944']","['0.29421037', '0.6109499']","['0.30397648', '0.3314771']","['0.29481992', '0.72961855']","['0.30744773', '0.22398025']","['0.2783816', '0.84308654']","['0.5204215', '0.47021046']","['0.5259725', '0.56931937']","['0.6671762', '0.3242696']","['0.588096', '0.74842423']","['0.77508736', '0.19696687']","['0.7752799', '0.7621307']",w
396,"['0.44802168', '0.41063732']","['0.44543737', '0.39860806']","['0.44778824', '0.39964554']","['0.46592095', '0.38832524']","['0.47221202', '0.38345793']","['0.4830996', '0.42561412']","['0.5453202', '0.42007253']","['0.3859892', '0.42221972']","['0.62714326', '0.44519898']","['0.32401666', '0.39819574']","['0.634982', '0.46224767']","['0.6584443', '0.4724175']","['0.665753', '0.45996368']","['0.68560636', '0.6037287']","['0.7305486', '0.34215713']","['0.8076864', '0.605198']","['0.80569655', '0.6072428']",w
397,"['0.32009593', '0.39325207']","['0.30177414', '0.378392']","['0.30165502', '0.37552655']","['0.31344157', '0.34221724']","['0.3169335', '0.33174956']","['0.40214533', '0.42214027']","['0.40878078', '0.25370312']","['0.4179029', '0.55937916']","['0.4063627', '0.11640718']","['0.40430036', '0.6668601']","['0.38977385', '0.024446255']","['0.68926805', '0.38943505']","['0.68250936', '0.2786546']","['0.76954883', '0.57775605']","['0.7789464', '0.18981242']","['0.7752983', '0.35559812']","['0.776347', '0.2054879']",w
398,"['0.39934427', '0.48132074']","['0.39266148', '0.48993748']","['0.39247262', '0.47921437']","['0.40039837', '0.50767165']","['0.40217993', '0.4834633']","['0.43356606', '0.52683586']","['0.43868297', '0.46107942']","['0.43562236', '0.6103053']","['0.44413438', '0.38678768']","['0.4360448', '0.66661817']","['0.44215876', '0.33993465']","['0.5671908', '0.52007586']","['0.56557274', '0.47420326']","['0.6420722', '0.5893093']","['0.61129516', '0.3782184']","['0.7069729', '0.6742724']","['0.7181923', '0.37639856']",w
399,"['0.29250768', '0.5588356']","['0.2825531', '0.57387716']","['0.2800212', '0.55702674']","['0.29101604', '0.6120574']","['0.28608736', '0.57378703']","['0.34362167', '0.6468631']","['0.3545556', '0.53358245']","['0.39917442', '0.6967919']","['0.41995403', '0.47126353']","['0.37346298', '0.7612511']","['0.4451517', '0.40329736']","['0.52606225', '0.642562']","['0.5328904', '0.57037425']","['0.64200306', '0.70933944']","['0.6064814', '0.47229475']","['0.7449537', '0.7888776']","['0.7363136', '0.4559661']",w
400,"['0.43705803', '0.5449057']","['0.4293602', '0.55008787']","['0.42733988', '0.5410746']","['0.43224907', '0.57870895']","['0.43516794', '0.5593238']","['0.47817725', '0.61021936']","['0.48589817', '0.5450964']","['0.4647219', '0.6891686']","['0.48617798', '0.49238408']","['0.46697086', '0.74792844']","['0.47659338', '0.43552268']","['0.6082487', '0.6219423']","['0.61409324', '0.57019407']","['0.67546314', '0.69053173']","['0.65615284', '0.51185095']","['0.7401804', '0.77944124']","['0.75992084', '0.53591543']",w
401,"['0.5289412', '0.4267451']","['0.5252543', '0.43577135']","['0.5240959', '0.42342645']","['0.5342708', '0.4564878']","['0.5327701', '0.43084225']","['0.57939464', '0.48905584']","['0.56194687', '0.40473655']","['0.5828323', '0.5586134']","['0.55299366', '0.3418063']","['0.5928567', '0.6317054']","['0.5396523', '0.29477566']","['0.69650584', '0.46862972']","['0.6934642', '0.42178515']","['0.75930095', '0.51776934']","['0.7079993', '0.34511143']","['0.81699544', '0.5679529']","['0.7852859', '0.33362663']",w
402,"['0.25966945', '0.4327923']","['0.24518728', '0.4490096']","['0.24302675', '0.4389119']","['0.25552166', '0.49778563']","['0.25084537', '0.46875468']","['0.3203521', '0.5631883']","['0.33310437', '0.40903318']","['0.32882586', '0.69043195']","['0.33202174', '0.29432544']","['0.32729727', '0.8039896']","['0.31548646', '0.19717704']","['0.54129565', '0.5540897']","['0.54638284', '0.46492317']","['0.66611856', '0.6805547']","['0.6040907', '0.306145']","['0.7742613', '0.80280566']","['0.77847815', '0.28535035']",w
403,"['0.39271155', '0.3922773']","['0.37748072', '0.4035532']","['0.37827998', '0.39271495']","['0.38074386', '0.44594768']","['0.38343465', '0.4243347']","['0.4388128', '0.52532357']","['0.4563627', '0.38674346']","['0.46042162', '0.6350289']","['0.48116055', '0.30742183']","['0.4465295', '0.7366257']","['0.45357183', '0.2146282']","['0.6334825', '0.5125139']","['0.6348285', '0.44023398']","['0.7457644', '0.63656306']","['0.68036205', '0.29948094']","['0.8529436', '0.7494765']","['0.8263422', '0.30772218']",w
404,"['0.5700373', '0.3657388']","['0.5615215', '0.3617545']","['0.5618965', '0.36622483']","['0.56912184', '0.33652988']","['0.57199305', '0.3513816']","['0.60397714', '0.31618235']","['0.5982534', '0.35476002']","['0.612513', '0.21713263']","['0.60076106', '0.4353965']","['0.6152875', '0.1884321']","['0.6002062', '0.47539413']","['0.7254714', '0.32943302']","['0.7246823', '0.3503873']","['0.7919224', '0.248794']","['0.76595914', '0.44814247']","['0.8492454', '0.18016857']","['0.84600466', '0.4469957']",w
405,"['0.38616085', '0.5311564']","['0.37333864', '0.5428996']","['0.3715447', '0.517854']","['0.37849063', '0.5563914']","['0.37745407', '0.4978862']","['0.4287458', '0.5703138']","['0.4236362', '0.46606538']","['0.42300326', '0.6574377']","['0.4152128', '0.37576047']","['0.41826522', '0.7394679']","['0.40641847', '0.29741493']","['0.5871197', '0.5292624']","['0.5848004', '0.45986223']","['0.64130914', '0.6353833']","['0.67142594', '0.3882119']","['0.75647646', '0.64032304']","['0.75159556', '0.30186328']",w
406,"['0.37493837', '0.43932912']","['0.36315212', '0.4480594']","['0.3608799', '0.44393596']","['0.37484303', '0.48796058']","['0.37081793', '0.47896862']","['0.43824616', '0.54562986']","['0.42947254', '0.44081226']","['0.44051754', '0.6307943']","['0.4259688', '0.34616587']","['0.43500158', '0.7003306']","['0.41821048', '0.29182318']","['0.61081934', '0.5262096']","['0.6066539', '0.45349514']","['0.6491651', '0.60039544']","['0.59059334', '0.34587765']","['0.72098464', '0.6920719']","['0.7160057', '0.33822602']",w
407,"['0.46119112', '0.5390964']","['0.44889793', '0.5372227']","['0.45140675', '0.53098905']","['0.45466185', '0.5223742']","['0.4611441', '0.5124845']","['0.4908853', '0.54265964']","['0.48755127', '0.4797894']","['0.50198436', '0.58302814']","['0.4917935', '0.40226856']","['0.48339766', '0.64194745']","['0.5057941', '0.34480765']","['0.60299075', '0.5201794']","['0.59957886', '0.49464643']","['0.6118016', '0.50136364']","['0.6012577', '0.62930685']","['0.6994019', '0.36671177']","['0.69309497', '0.6434025']",w
408,"['0.3890693', '0.71966136']","['0.37398204', '0.71179837']","['0.37585393', '0.7061575']","['0.37933505', '0.6855824']","['0.3847762', '0.6740778']","['0.43535358', '0.7182586']","['0.43785986', '0.6348103']","['0.42371324', '0.80538046']","['0.43712592', '0.5522536']","['0.4157119', '0.8676887']","['0.4264553', '0.48261908']","['0.57762414', '0.7067601']","['0.5764997', '0.64860475']","['0.6071858', '0.8323931']","['0.6547043', '0.56711036']","['0.7199452', '0.806762']","['0.71542484', '0.48096249']",w
409,"['0.26730487', '0.479955']","['0.25688484', '0.49398518']","['0.2543471', '0.48572987']","['0.26319495', '0.53711295']","['0.26180744', '0.5169092']","['0.3271417', '0.5638295']","['0.3304532', '0.4699103']","['0.33862564', '0.6704619']","['0.32359213', '0.36639136']","['0.3236727', '0.74816024']","['0.3099136', '0.2687835']","['0.5225858', '0.53476363']","['0.52576655', '0.47331113']","['0.61254454', '0.65786064']","['0.54844975', '0.32903326']","['0.6948228', '0.7845957']","['0.7035004', '0.31485727']",w
410,"['0.2779333', '0.44129023']","['0.26396078', '0.45532295']","['0.26339877', '0.44631216']","['0.27439713', '0.5036784']","['0.27235055', '0.48001188']","['0.3401704', '0.5510049']","['0.3470158', '0.4193467']","['0.33039042', '0.6674508']","['0.32466698', '0.31841213']","['0.32833186', '0.76945883']","['0.29720432', '0.21882239']","['0.562905', '0.5251476']","['0.5617734', '0.44815332']","['0.6564801', '0.6599585']","['0.5768352', '0.30103755']","['0.75757724', '0.77778524']","['0.7447364', '0.28053403']",w
411,"['0.21170484', '0.55218583']","['0.19667864', '0.55052465']","['0.19441837', '0.53180856']","['0.1995705', '0.5142902']","['0.20248468', '0.46925804']","['0.29506642', '0.56915814']","['0.313238', '0.40539438']","['0.30869922', '0.6819766']","['0.3556878', '0.2942011']","['0.3330133', '0.79731774']","['0.39346093', '0.18251139']","['0.54303586', '0.5405604']","['0.5502442', '0.42916945']","['0.6695993', '0.65345013']","['0.702801', '0.337646']","['0.8358383', '0.65185404']","['0.8252545', '0.23784102']",w
412,"['0.1714204', '0.5174755']","['0.14765264', '0.5442744']","['0.14533408', '0.49957377']","['0.15626581', '0.5891005']","['0.1511708', '0.49225992']","['0.2512449', '0.6239759']","['0.23997937', '0.45426843']","['0.29237065', '0.6871141']","['0.2703658', '0.38045815']","['0.32382327', '0.7701847']","['0.26111624', '0.26350695']","['0.53180885', '0.5763326']","['0.5206288', '0.4600668']","['0.69128835', '0.6255732']","['0.7103872', '0.35861346']","['0.82236266', '0.6782018']","['0.92357063', '0.36869785']",w
413,"['0.38616085', '0.5311564']","['0.37333864', '0.5428996']","['0.3715447', '0.517854']","['0.37849063', '0.5563914']","['0.37745407', '0.4978862']","['0.4287458', '0.5703138']","['0.4236362', '0.46606538']","['0.42300326', '0.6574377']","['0.4152128', '0.37576047']","['0.41826522', '0.7394679']","['0.40641847', '0.29741493']","['0.5871197', '0.5292624']","['0.5848004', '0.45986223']","['0.64130914', '0.6353833']","['0.67142594', '0.3882119']","['0.75647646', '0.64032304']","['0.75159556', '0.30186328']",w
414,"['0.26730487', '0.479955']","['0.25688484', '0.49398518']","['0.2543471', '0.48572987']","['0.26319495', '0.53711295']","['0.26180744', '0.5169092']","['0.3271417', '0.5638295']","['0.3304532', '0.4699103']","['0.33862564', '0.6704619']","['0.32359213', '0.36639136']","['0.3236727', '0.74816024']","['0.3099136', '0.2687835']","['0.5225858', '0.53476363']","['0.52576655', '0.47331113']","['0.61254454', '0.65786064']","['0.54844975', '0.32903326']","['0.6948228', '0.7845957']","['0.7035004', '0.31485727']",w
415,"['0.29687122', '0.44488996']","['0.2849555', '0.4570594']","['0.28490064', '0.43194237']","['0.29752058', '0.4761828']","['0.29704106', '0.4208326']","['0.36900523', '0.50848395']","['0.37092826', '0.39403227']","['0.45009547', '0.5519733']","['0.45236477', '0.34622148']","['0.44254893', '0.47505164']","['0.43730026', '0.42581788']","['0.54678553', '0.4910024']","['0.54542905', '0.41416606']","['0.62877727', '0.5982062']","['0.56876826', '0.27438465']","['0.7053888', '0.7112131']","['0.7213359', '0.26831433']",w
416,"['0.36242247', '0.53209764']","['0.35101175', '0.5259987']","['0.35111174', '0.5189148']","['0.35554072', '0.4995057']","['0.35981628', '0.4830988']","['0.4098384', '0.54249775']","['0.4090184', '0.45120123']","['0.40876198', '0.62386304']","['0.4169031', '0.36163256']","['0.38939193', '0.6923297']","['0.41267723', '0.28771302']","['0.56494486', '0.5263433']","['0.5688991', '0.46848774']","['0.5862332', '0.64172417']","['0.6521531', '0.37990472']","['0.71447563', '0.6507688']","['0.71124905', '0.29030585']",w
417,"['0.3890693', '0.71966136']","['0.37398204', '0.71179837']","['0.37585393', '0.7061575']","['0.37933505', '0.6855824']","['0.3847762', '0.6740778']","['0.43535358', '0.7182586']","['0.43785986', '0.6348103']","['0.42371324', '0.80538046']","['0.43712592', '0.5522536']","['0.4157119', '0.8676887']","['0.4264553', '0.48261908']","['0.57762414', '0.7067601']","['0.5764997', '0.64860475']","['0.6071858', '0.8323931']","['0.6547043', '0.56711036']","['0.7199452', '0.806762']","['0.71542484', '0.48096249']",w
418,"['0.37493837', '0.43932912']","['0.36315212', '0.4480594']","['0.3608799', '0.44393596']","['0.37484303', '0.48796058']","['0.37081793', '0.47896862']","['0.43824616', '0.54562986']","['0.42947254', '0.44081226']","['0.44051754', '0.6307943']","['0.4259688', '0.34616587']","['0.43500158', '0.7003306']","['0.41821048', '0.29182318']","['0.61081934', '0.5262096']","['0.6066539', '0.45349514']","['0.6491651', '0.60039544']","['0.59059334', '0.34587765']","['0.72098464', '0.6920719']","['0.7160057', '0.33822602']",w
419,"['0.46119112', '0.5390964']","['0.44889793', '0.5372227']","['0.45140675', '0.53098905']","['0.45466185', '0.5223742']","['0.4611441', '0.5124845']","['0.4908853', '0.54265964']","['0.48755127', '0.4797894']","['0.50198436', '0.58302814']","['0.4917935', '0.40226856']","['0.48339766', '0.64194745']","['0.5057941', '0.34480765']","['0.60299075', '0.5201794']","['0.59957886', '0.49464643']","['0.6118016', '0.50136364']","['0.6012577', '0.62930685']","['0.6994019', '0.36671177']","['0.69309497', '0.6434025']",w
420,"['0.29124075', '0.51627815']","['0.27521756', '0.51084656']","['0.27582124', '0.50011396']","['0.28108287', '0.48640138']","['0.28786057', '0.46006656']","['0.35770705', '0.5405209']","['0.35657486', '0.40772542']","['0.35172638', '0.6291735']","['0.35569298', '0.29920673']","['0.34263235', '0.72393847']","['0.35026824', '0.21847181']","['0.56246275', '0.49682906']","['0.55727416', '0.43465933']","['0.6184406', '0.6397531']","['0.6729456', '0.32197106']","['0.7793043', '0.67178285']","['0.77460635', '0.19253318']",w
421,"['0.23683515', '0.5615445']","['0.22106968', '0.5623764']","['0.21814105', '0.5427767']","['0.2270919', '0.5266873']","['0.22188875', '0.48305926']","['0.3421862', '0.58813864']","['0.3351859', '0.38396606']","['0.32681227', '0.7331285']","['0.32770357', '0.23593138']","['0.30506063', '0.8719158']","['0.32686266', '0.10503994']","['0.62199587', '0.5215285']","['0.61784726', '0.38707054']","['0.61078846', '0.70354366']","['0.7388357', '0.23542362']","['0.831765', '0.7366061']","['0.8244719', '0.07172932']",w
422,"['0.3820909', '0.45507956']","['0.37206843', '0.46234977']","['0.37337905', '0.45216927']","['0.37404847', '0.4951663']","['0.37745067', '0.46719962']","['0.41356158', '0.5237588']","['0.42914572', '0.4425578']","['0.43683288', '0.5624889']","['0.43287516', '0.3727925']","['0.4429401', '0.6846949']","['0.42482093', '0.29366916']","['0.5619311', '0.52605623']","['0.56429756', '0.4800805']","['0.60261476', '0.55765855']","['0.59506357', '0.35838807']","['0.68495834', '0.6437732']","['0.7122272', '0.35489243']",w
423,"['0.24737294', '0.42476952']","['0.23189822', '0.4404081']","['0.23113339', '0.43122202']","['0.24515812', '0.49438164']","['0.24058953', '0.47070035']","['0.32451957', '0.5645791']","['0.33241475', '0.3970855']","['0.34045044', '0.6922834']","['0.34380803', '0.27932805']","['0.34063393', '0.81427735']","['0.33312717', '0.15190162']","['0.5659526', '0.54312646']","['0.5630887', '0.44648692']","['0.69033635', '0.68536896']","['0.5990609', '0.27200708']","['0.7886802', '0.84831345']","['0.7824631', '0.2825185']",w
424,"['0.19584253', '0.59890795']","['0.17692019', '0.59080374']","['0.17470935', '0.58378637']","['0.17816202', '0.54691625']","['0.17381254', '0.5316982']","['0.28524023', '0.6001783']","['0.26300782', '0.4240566']","['0.3094625', '0.74155384']","['0.2776311', '0.26888135']","['0.307336', '0.87722844']","['0.2703952', '0.1051686']","['0.5065055', '0.57023823']","['0.50401837', '0.47726533']","['0.5553161', '0.7724899']","['0.6596359', '0.33341584']","['0.78233963', '0.7588959']","['0.8143903', '0.13686718']",w
425,"['0.3756809', '0.50084275']","['0.38506728', '0.50813866']","['0.38768512', '0.5070225']","['0.41181955', '0.5145871']","['0.41249463', '0.5182108']","['0.42692524', '0.4998524']","['0.4279766', '0.49059886']","['0.34487134', '0.4846541']","['0.34259155', '0.48168385']","['0.27301785', '0.49453586']","['0.26718614', '0.49016002']","['0.58905095', '0.48141414']","['0.583493', '0.457962']","['0.6466281', '0.55481887']","['0.57404065', '0.32818747']","['0.698961', '0.64447534']","['0.69462705', '0.33352965']",w
426,"['0.3045512', '0.4669519']","['0.29486018', '0.47144288']","['0.29651397', '0.48172522']","['0.3015918', '0.48674458']","['0.3047167', '0.51758933']","['0.34550908', '0.46066195']","['0.3569428', '0.55387884']","['0.3194268', '0.36276823']","['0.41503605', '0.6267049']","['0.26026738', '0.2775373']","['0.45344424', '0.70091444']","['0.53329664', '0.4940524']","['0.53059477', '0.5217341']","['0.5905908', '0.32589662']","['0.5890564', '0.32911345']","['0.71576184', '0.82383835']","['0.70006096', '0.7884736']",w
427,"['0.4972764', '0.56431794']","['0.4863943', '0.576043']","['0.4747937', '0.55847883']","['0.47655675', '0.56105566']","['0.44646806', '0.525774']","['0.53622943', '0.54064333']","['0.45325378', '0.45778713']","['0.63974243', '0.56174767']","['0.35457736', '0.5049036']","['0.7258445', '0.5925424']","['0.28724998', '0.5633177']","['0.66662186', '0.4759207']","['0.66633564', '0.3941224']","['0.7724359', '0.59415245']","['0.74732786', '0.26763955']","['0.87983346', '0.71856415']","['0.85668755', '0.33665776']",w
428,"['0.1254203', '0.7253082']","['0.13277137', '0.6685877']","['0.11127739', '0.736227']","['0.12939072', '0.7608819']","['0.09947819', '0.7325035']","['0.07078238', '0.7089238']","['0.008744901', '0.48624825']","['0.14389183', '0.7089723']","['0.14149481', '0.41986087']","['0.24131075', '0.6360559']","['0.26782125', '0.47694352']","['0.13728157', '0.6368815']","['0.13545811', '0.4675025']","['0.4157973', '0.8651634']","['0.4326389', '0.28823322']","['0.70394546', '0.794386']","['0.6893178', '0.09471363']",w
429,"['0.38007635', '0.70229256']","['0.37320098', '0.6972744']","['0.3782675', '0.6876538']","['0.3831239', '0.68606144']","['0.3919426', '0.666892']","['0.43478227', '0.7000919']","['0.43475103', '0.68515885']","['0.34384495', '0.7247077']","['0.3348141', '0.72216684']","['0.27094343', '0.7371011']","['0.26748863', '0.7374284']","['0.598181', '0.7377174']","['0.60747945', '0.6817218']","['0.6587579', '0.8320223']","['0.71136075', '0.60822695']","['0.7799945', '0.83932847']","['0.7848037', '0.51658887']",w
430,"['0.2699339', '0.4098269']","['0.2582205', '0.4224834']","['0.2562712', '0.4095501']","['0.26459745', '0.4618783']","['0.25918442', '0.43322802']","['0.3159296', '0.5185096']","['0.32498503', '0.38430014']","['0.3257542', '0.6317466']","['0.32116678', '0.28039637']","['0.31608784', '0.73090684']","['0.30674413', '0.18438184']","['0.52738', '0.50280064']","['0.5294123', '0.4302477']","['0.6403496', '0.6298122']","['0.55007577', '0.27928007']","['0.7295464', '0.77063996']","['0.720022', '0.2893619']",w
431,"['0.3915238', '0.5479291']","['0.37966517', '0.5577473']","['0.38237014', '0.541569']","['0.3826434', '0.5883675']","['0.38881904', '0.5470143']","['0.4423216', '0.62126505']","['0.44408205', '0.534169']","['0.43960428', '0.67703176']","['0.44264525', '0.46709564']","['0.44269234', '0.7526201']","['0.43468556', '0.41831464']","['0.59691626', '0.6140409']","['0.5994722', '0.5507521']","['0.66870123', '0.65758955']","['0.640353', '0.45474762']","['0.72557515', '0.71298695']","['0.77528', '0.46013525']",w
432,"['0.21170484', '0.55218583']","['0.19667864', '0.55052465']","['0.19441837', '0.53180856']","['0.1995705', '0.5142902']","['0.20248468', '0.46925804']","['0.29506642', '0.56915814']","['0.313238', '0.40539438']","['0.30869922', '0.6819766']","['0.3556878', '0.2942011']","['0.3330133', '0.79731774']","['0.39346093', '0.18251139']","['0.54303586', '0.5405604']","['0.5502442', '0.42916945']","['0.6695993', '0.65345013']","['0.702801', '0.337646']","['0.8358383', '0.65185404']","['0.8252545', '0.23784102']",w
433,"['0.3579928', '0.5107017']","['0.36362314', '0.525416']","['0.36283612', '0.5213025']","['0.39775935', '0.542855']","['0.3875978', '0.5273542']","['0.4621798', '0.5430931']","['0.40820268', '0.4737718']","['0.5640375', '0.55839384']","['0.30887753', '0.4678747']","['0.6526474', '0.5921437']","['0.2467241', '0.48377356']","['0.58941704', '0.4868751']","['0.58867186', '0.41171777']","['0.67748475', '0.5925532']","['0.6075229', '0.28217545']","['0.7488214', '0.69562495']","['0.7457406', '0.27327895']",w
434,"['0.39978367', '0.42512664']","['0.38991502', '0.4304666']","['0.38936132', '0.42872417']","['0.3964378', '0.45958164']","['0.3954645', '0.45089683']","['0.4424528', '0.4963222']","['0.44678736', '0.4255068']","['0.45105243', '0.5708416']","['0.45053118', '0.32983884']","['0.46347895', '0.646203']","['0.43234104', '0.27189308']","['0.5971103', '0.4867467']","['0.598709', '0.45187885']","['0.676852', '0.57484674']","['0.61203444', '0.32914734']","['0.7421445', '0.6805847']","['0.719881', '0.3305305']",w
435,"['0.31881723', '0.521005']","['0.30910993', '0.53224826']","['0.30744958', '0.5278011']","['0.3214778', '0.5715174']","['0.31755644', '0.5551232']","['0.36959404', '0.6102086']","['0.3781621', '0.51042855']","['0.37320173', '0.7188093']","['0.37033558', '0.42850608']","['0.36860538', '0.8114119']","['0.35745344', '0.33464667']","['0.56443053', '0.611444']","['0.56227607', '0.53958225']","['0.6342604', '0.714726']","['0.6049069', '0.41994476']","['0.72908455', '0.8492428']","['0.73512876', '0.4393208']",w
436,"['0.13819885', '0.54993945']","['0.12194671', '0.5588276']","['0.12052802', '0.5288876']","['0.13452718', '0.54708403']","['0.13338089', '0.48151344']","['0.24252932', '0.58026975']","['0.23158807', '0.43783236']","['0.25485897', '0.6665783']","['0.24736807', '0.3710126']","['0.23306729', '0.75822574']","['0.22052746', '0.310925']","['0.4894045', '0.5372487']","['0.49365076', '0.43968987']","['0.59577954', '0.66480684']","['0.64276934', '0.3875405']","['0.8125212', '0.6485752']","['0.7573233', '0.30330393']",w
437,"['0.2847659', '0.5639237']","['0.27183193', '0.5541339']","['0.2713267', '0.54942757']","['0.28082806', '0.524968']","['0.28116745', '0.51413834']","['0.35122648', '0.5723175']","['0.34834373', '0.4632589']","['0.34617782', '0.6699596']","['0.34857383', '0.3499922']","['0.33732188', '0.757526']","['0.3385807', '0.2637985']","['0.552438', '0.5642753']","['0.55296814', '0.48657367']","['0.57481676', '0.69197047']","['0.6533314', '0.36765978']","['0.7302153', '0.7028996']","['0.7372125', '0.24723396']",w
438,"['0.2824779', '0.2807277']","['0.26857802', '0.29596588']","['0.26632082', '0.29255226']","['0.2831759', '0.3499928']","['0.2796874', '0.3420922']","['0.36108264', '0.41036606']","['0.35434413', '0.27627456']","['0.39308262', '0.5249513']","['0.3871331', '0.17663683']","['0.43347836', '0.6194482']","['0.40736687', '0.08328273']","['0.5561178', '0.41295096']","['0.55532116', '0.33599544']","['0.6600833', '0.5335136']","['0.59449476', '0.19694157']","['0.759767', '0.668335']","['0.7373302', '0.20152697']",w
439,"['0.34985822', '0.43117794']","['0.3380804', '0.4389006']","['0.33752918', '0.4402301']","['0.34014636', '0.47190922']","['0.33899608', '0.47267646']","['0.3912353', '0.5162501']","['0.39728478', '0.43655393']","['0.38773572', '0.61117554']","['0.3951527', '0.3408934']","['0.39347124', '0.6963427']","['0.39207917', '0.26628017']","['0.5586115', '0.5181841']","['0.56403255', '0.47166625']","['0.6508426', '0.6258242']","['0.6123542', '0.35394982']","['0.72971046', '0.74143606']","['0.73738456', '0.38301528']",w
440,"['0.27454257', '0.37725884']","['0.25921205', '0.3717298']","['0.2630012', '0.35936692']","['0.27103722', '0.35176998']","['0.2789329', '0.32500526']","['0.3367787', '0.4012']","['0.34113044', '0.28347737']","['0.32962346', '0.49930498']","['0.3444177', '0.18174055']","['0.32334027', '0.57607216']","['0.33193144', '0.09673643']","['0.5358923', '0.37924862']","['0.5369315', '0.3058311']","['0.59753597', '0.49716288']","['0.6368363', '0.2136452']","['0.7385923', '0.49061984']","['0.7244104', '0.12325239']",w
441,"['0.38007635', '0.70229256']","['0.37320098', '0.6972744']","['0.3782675', '0.6876538']","['0.3831239', '0.68606144']","['0.3919426', '0.666892']","['0.43478227', '0.7000919']","['0.43475103', '0.68515885']","['0.34384495', '0.7247077']","['0.3348141', '0.72216684']","['0.27094343', '0.7371011']","['0.26748863', '0.7374284']","['0.598181', '0.7377174']","['0.60747945', '0.6817218']","['0.6587579', '0.8320223']","['0.71136075', '0.60822695']","['0.7799945', '0.83932847']","['0.7848037', '0.51658887']",w
